company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,information,source1,source2,source3,link1,link2,link3,Commodity
Quebec Copper Corp. Ltd,,,,,,,,Quebec,45.263786,-72.331764,1866,1958,,,,,,0,1,0,,,,Silver
Quebec Copper Corp. Ltd,,,,,,,,Quebec,45.263786,-72.331764,1866,1958,,,,,,0,1,0,,,,Gold
Quebec Copper Corp. Ltd,,,,,,,,Quebec,45.263786,-72.331764,1866,1958,,,,,,0,1,0,,,,Copper
Noland Mines Ltd.,,,,,,Spruce Creek,Atlin,British Columbia,59.38272,-133.27033,1909,1950,1955,1989,,,,0,1,1,https://www.mindat.org/feature-6088912.html,https://www.mindat.org/loc-257276.html,https://mrdata.usgs.gov/ardf/show-ardf.php?ardf_num=OP026,Gold
Falconbridge Nickel Mines Ltd. ,,,,,,Wesfrob (Tasu),Moresby Island ,British Columbia,52.75834,-132.05,1914,1983,,,,,,0,1,1,https://www.mindat.org/loc-26169.html,,,Iron
Falconbridge Nickel Mines Ltd. ,,,,,,Wesfrob (Tasu),Moresby Island ,British Columbia,52.75834,-132.05,1914,1983,,,,,,0,1,1,https://www.mindat.org/loc-26169.html,,,Copper
Greenwood Coal Co. Ltd. ,,,,,,,,Nova Scotia,45.5502192,-62.56677981,1918,1966,,,,,The currently entered coordinates are for the museum (see link attached),0,1,1,https://www.mindat.org/loc-290980.html,,,Coal
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Tellurium
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Gold
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Copper
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Silver
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Selenium
Noranda Mines Ltd,Normetal Mining Corporation Ltd.,Falconbridge Ltd.,Xstrata,,,Horne,Noranda ,Quebec,48.25427,-79.01128,1927,1976,,,,,"Alternative names: Horne Mine (1975) The mine is named after prospector Edmund Horne who first staked the property in 1920. The property was optioned in 1922 to a syndicate that discovered a major copper-gold deposit and grew to become Noranda Mines Limited, later Noranda Inc., one of the world's premier mining and metals companies. The deposit in Precambrian Keewatin-type volcanic rocks is a classic example of a volcanogenic massive sulfide (VMS) deposit. The Horne mine exploited two major ore bodies called the Upper H and the Lower H. The ore averaged 2.22% Cu, 6.1 g/t Au and 13 g/t Ag. The mine closed in 1976,having produced 53.7 million tons of ore and recovering 260t of gold (11.6 million ounces) and 1.13Mt of copper. The Horne copper smelter built on the mine site in 1927 is still in operation. Mineral rights are currently (2015) owned by Falco Resources Ltd which is examining the feasibility of mining the Horne 5 copper-gold deposit below the old Horne mine workings.",0,1,1,https://www.mindat.org/loc-609.html,,,Pyrite
Domtar Construction Materials Ltd.,"Gypsum, Lime, and Alabastine, Canada Ltd.",,,,,Amaranth,Amaranth (Gypsumville),Manitoba,50.57638888888889,-98.73333333,1930,1964,,,,,,0,1,1,https://mrsearch.gov.mb.ca/dbtw-wpd/exec/dbtwpub.dll?AC=GET_RECORD&XC=/dbtw-wpd/exec/dbtwpub.dll&BU=https%3A%2F%2Fmrsearch.gov.mb.ca%2FItm-cat%2Fweb%2Fminsearch.html&GI=&TN=mineralinventorycard&SN=AUTO12810&SE=243&RN=0&MR=0&TR=0&TX=1000&ES=0&XP=&RF=Web%3A+Brief&EF=Basic+Record+Form&DF=Viewing+PrintingWeb&RL=1&EL=1&DL=1&NP=3&ID=&MF=&DT=&ST=0&IR=802&NR=0&NB=0&SV=0&SS=1&BG=&FG=&QS=minsearch,,,Gypsum
General Chemical Canada Ltd.,,,,,,,Amherstburg,Ontario,42.09538943,-83.08761897,1936,2001,,,,,,0,1,1,http://wikimapia.org/17674812/former-General-Chemical,,,Salt
Dominion Magnesium Ltd. ,Chromasco Corporation Ltd.,Timminco Limited,,,,Haley,Haley ,Ontario,45.59888,-76.75171,1942,open,,,,,,0,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31F10SE00002.html,https://www.mindat.org/loc-14742.html,,Magnesium
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Lead
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Gold
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Silver
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Molybdenum
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Bismuth
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Cadmium
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Tungsten
Canadian Exploration Ltd.,,,,,,Jersey Emerald,Salmo ,British Columbia,49.09861,-117.22111,1944,1970,,,,,Bismuth,0,1,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FSW009,,,Zinc
Kidd Copper Mines Ltd.,Denison Copper Mines,,,,,"Gersdorffite, AER, and  Kidd Copper or  Howland Pit",Worthington ,Ontario,46.39465,-81.43186,1946,1958,1965,1968,1965,1968,The mine was also in operation from 1928 to 1939.,0,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I06NW00047.html,,,Nickel
Mackeno Mines Ltd.,Galkeno Mines Ltd.,,,,,,Galkeno Mine (MacLeod Mine),Yukon,63.92692,-135.36625,1946,1966,1978,1980,,,"In 1946, Keno Hill Mines Ltd produced 50 tonnes of ore from the Galkeno mine. In 1948, Yukon Galena Mines Limited produced 36 tonnes. From 1953 to 1955, Makeno Mines Ltd produced 57,856 tonnes of ore. From 1956 to 1957, Galkeno Mines Ltd produced 47,015 tonnes and from 1959 to 1966, and again from 1978 to 1980, United Keno Hill Mines Ltd produced  26,382 tonnes of ore. Total production from the mine was 167,063 tonnes at a grade of 932.57 g/t silver (27.2 oz/t), 5.22% lead and 2.69% zinc to produce 141,338,613 grams of silver (4,544,142 oz), 7,909,476 kg of lead, 8,999,204 kg of zinc and 39,146 kg of cadmium. ////// closed between 2019 and 2020",0,1,1,https://www.mindat.org/loc-11268.html,https://data.geology.gov.yk.ca/Occurrence/16994#InfoTab,,Silver
Mackeno Mines Ltd.,Galkeno Mines Ltd.,,,,,,Galkeno Mine (MacLeod Mine),Yukon,63.92692,-135.36625,1946,1966,1978,1980,,,"In 1946, Keno Hill Mines Ltd produced 50 tonnes of ore from the Galkeno mine. In 1948, Yukon Galena Mines Limited produced 36 tonnes. From 1953 to 1955, Makeno Mines Ltd produced 57,856 tonnes of ore. From 1956 to 1957, Galkeno Mines Ltd produced 47,015 tonnes and from 1959 to 1966, and again from 1978 to 1980, United Keno Hill Mines Ltd produced  26,382 tonnes of ore. Total production from the mine was 167,063 tonnes at a grade of 932.57 g/t silver (27.2 oz/t), 5.22% lead and 2.69% zinc to produce 141,338,613 grams of silver (4,544,142 oz), 7,909,476 kg of lead, 8,999,204 kg of zinc and 39,146 kg of cadmium. ////// closed between 2019 and 2020",0,1,1,https://www.mindat.org/loc-11268.html,https://data.geology.gov.yk.ca/Occurrence/16994#InfoTab,,Lead
Mackeno Mines Ltd.,Galkeno Mines Ltd.,,,,,,Galkeno Mine (MacLeod Mine),Yukon,63.92692,-135.36625,1946,1966,1978,1980,,,"In 1946, Keno Hill Mines Ltd produced 50 tonnes of ore from the Galkeno mine. In 1948, Yukon Galena Mines Limited produced 36 tonnes. From 1953 to 1955, Makeno Mines Ltd produced 57,856 tonnes of ore. From 1956 to 1957, Galkeno Mines Ltd produced 47,015 tonnes and from 1959 to 1966, and again from 1978 to 1980, United Keno Hill Mines Ltd produced  26,382 tonnes of ore. Total production from the mine was 167,063 tonnes at a grade of 932.57 g/t silver (27.2 oz/t), 5.22% lead and 2.69% zinc to produce 141,338,613 grams of silver (4,544,142 oz), 7,909,476 kg of lead, 8,999,204 kg of zinc and 39,146 kg of cadmium. ////// closed between 2019 and 2020",0,1,1,https://www.mindat.org/loc-11268.html,https://data.geology.gov.yk.ca/Occurrence/16994#InfoTab,,Zinc
Mackeno Mines Ltd.,Galkeno Mines Ltd.,,,,,,Galkeno Mine (MacLeod Mine),Yukon,63.92692,-135.36625,1946,1966,1978,1980,,,"In 1946, Keno Hill Mines Ltd produced 50 tonnes of ore from the Galkeno mine. In 1948, Yukon Galena Mines Limited produced 36 tonnes. From 1953 to 1955, Makeno Mines Ltd produced 57,856 tonnes of ore. From 1956 to 1957, Galkeno Mines Ltd produced 47,015 tonnes and from 1959 to 1966, and again from 1978 to 1980, United Keno Hill Mines Ltd produced  26,382 tonnes of ore. Total production from the mine was 167,063 tonnes at a grade of 932.57 g/t silver (27.2 oz/t), 5.22% lead and 2.69% zinc to produce 141,338,613 grams of silver (4,544,142 oz), 7,909,476 kg of lead, 8,999,204 kg of zinc and 39,146 kg of cadmium. ////// closed between 2019 and 2020",0,1,1,https://www.mindat.org/loc-11268.html,https://data.geology.gov.yk.ca/Occurrence/16994#InfoTab,,Cadmium
Oreo Resources Inc. ,Donalda Mines Ltd. ,Metall Mining Corporation and Thunderwood Resources Inc.,Kerralda Mines Ltd.,,,Donalda (Keralda),Rouyn-Noranda,Quebec,48.262661,-78.98609,1948,1956,1970,1971,1994,1995,,0,1,1,https://www.mindat.org/loc-256823.html,https://www.globexmining.com/property.php?id=26,,Lead
Oreo Resources Inc. ,Donalda Mines Ltd. ,Metall Mining Corporation and Thunderwood Resources Inc.,Kerralda Mines Ltd.,,,Donalda (Keralda),Rouyn-Noranda,Quebec,48.262661,-78.98609,1948,1956,1970,1971,1994,1995,,0,1,1,https://www.mindat.org/loc-256823.html,https://www.globexmining.com/property.php?id=26,,Copper
Oreo Resources Inc. ,Donalda Mines Ltd. ,Metall Mining Corporation and Thunderwood Resources Inc.,Kerralda Mines Ltd.,,,Donalda (Keralda),Rouyn-Noranda,Quebec,48.262661,-78.98609,1948,1956,1970,1971,1994,1995,,0,1,1,https://www.mindat.org/loc-256823.html,https://www.globexmining.com/property.php?id=26,,Gold
Oreo Resources Inc. ,Donalda Mines Ltd. ,Metall Mining Corporation and Thunderwood Resources Inc.,Kerralda Mines Ltd.,,,Donalda (Keralda),Rouyn-Noranda,Quebec,48.262661,-78.98609,1948,1956,1970,1971,1994,1995,,0,1,1,https://www.mindat.org/loc-256823.html,https://www.globexmining.com/property.php?id=26,,Silver
Oreo Resources Inc. ,Donalda Mines Ltd. ,Metall Mining Corporation and Thunderwood Resources Inc.,Kerralda Mines Ltd.,,,Donalda (Keralda),Rouyn-Noranda,Quebec,48.262661,-78.98609,1948,1956,1970,1971,1994,1995,,0,1,1,https://www.mindat.org/loc-256823.html,https://www.globexmining.com/property.php?id=26,,Zinc
Avon Coal Co. Ltd.,,,,,,,Minto ,New Brunswick,46.128611,-66.081944,1950,1971,,,,,,0,1,1,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=568,,,Coal
Noranda Inc.,Brunswick Mining and Smelting Corporation Limited and Noranda Minerals Inc,,,,,Stratmat (Halfmile),,New Brunswick,47.30527778,-66.32,1951,open,,,,,indigenous participation,0,1,1,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/rmd-rrm/Halfmile%20Mine%20Development%20Project.pdf,,,Lead
Noranda Inc.,Brunswick Mining and Smelting Corporation Limited and Noranda Minerals Inc,,,,,Stratmat (Halfmile),,New Brunswick,47.30527778,-66.32,1951,open,,,,,indigenous participation,0,1,1,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/rmd-rrm/Halfmile%20Mine%20Development%20Project.pdf,,,Gold
Noranda Inc.,Brunswick Mining and Smelting Corporation Limited and Noranda Minerals Inc,,,,,Stratmat (Halfmile),,New Brunswick,47.30527778,-66.32,1951,open,,,,,indigenous participation,0,1,1,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/rmd-rrm/Halfmile%20Mine%20Development%20Project.pdf,,,Copper
Noranda Inc.,Brunswick Mining and Smelting Corporation Limited and Noranda Minerals Inc,,,,,Stratmat (Halfmile),,New Brunswick,47.30527778,-66.32,1951,open,,,,,indigenous participation,0,1,1,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/rmd-rrm/Halfmile%20Mine%20Development%20Project.pdf,,,Silver
Noranda Inc.,Brunswick Mining and Smelting Corporation Limited and Noranda Minerals Inc,,,,,Stratmat (Halfmile),,New Brunswick,47.30527778,-66.32,1951,open,,,,,indigenous participation,0,1,1,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/rmd-rrm/Halfmile%20Mine%20Development%20Project.pdf,,,Zinc
Mountain Minerals Ltd. ,Mountain Mineral Co. Ltd.,Highwood Resources Ltd.,Purcell Development Co. Ltd.,,,Mountainrals Division,Brisco ,British Columbia,50.829721,-116.33055,1952,1977,,,,,"During the Second World War, barite was mined for use as ship ballast. After the war another use was found as an addition to mud for oil drilling. It was also used as a base for paint, and for the detection of ulcers under x-ray. In 1959, 9,320 tons of barite was crushed near the quarry and shipped for processing at Lethbridge. It was hard to quarry because of the way the faults ran, as well as the swelling and pinching of the barite ore body. As a result, the size of the quarry was restricted.",0,1,1,https://windermeredistricthistoricalsociety.files.wordpress.com/2018/01/mines-in-the-windermere-valley.pdf,,,Barite
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Chrysotile
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Gemstones
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Magnesium
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Asbestos
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Nephrite
Cassiar Asbestos Corporation Ltd. ,Cassiar Mining Corporation,Minroc Mines Inc.,Brinco Mining Ltd.,,,,Cassiar ,British Columbia,59.324999,-129.81805,1952,1998,,,,,legal case,0,1,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,,Jade
Century Coals Ltd.,,,,,,,,Alberta,51.2783727,-112.5293468,1954,1965,,,,,"""Site Two is located approximately four miles to the south / south-east of the lower preparation plant. At the second site is the shaft and slope openings of Century Coals Ltd. begun in 1954. Structures include buildings (a machine shop apparently still in use) and the shaft hoist structure. A small amount of coal does presently find its way to local markets."" from https://hermis.alberta.ca/ARHP/Details.aspx?DeptID=2&ObjectID=HS%2033696",0,1,1,,,,Coal
Marban Gold Mines Ltd.,Maudore Minerals Ltd.,Abcourt Mines Inc.,North American Palladium Ltd.,,,,Norrie ,Quebec,48.137067,-77.97919,1961,1974,,,,,"Marban (formerly Marbenor) gold mines, northwestern Quebec",0,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,,Silver
Marban Gold Mines Ltd.,Maudore Minerals Ltd.,Abcourt Mines Inc.,North American Palladium Ltd.,,,,Norrie ,Quebec,48.137067,-77.97919,1961,1974,,,,,"Marban (formerly Marbenor) gold mines, northwestern Quebec",0,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,,Gold
Steep Rock Iron Mines Ltd.,OMYA (Canada) Inc.,,,,,Calcite Division,Perth,Ontario,45.149689,-76.498756,1962,open,,,,,,0,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31F01NW00006.html,,,Calcium Carbonate
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Lead
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Gold
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Copper
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Silver
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Bismuth
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Cadmium
Cupra Mines Ltd.,Sullivan Mining Group Ltd,,,,,Cupra (Mine Cupra-d'Estrie),Stratford ,Quebec,45.771559,-71.309266,1965,1977,,,,,,0,1,1,https://www.mindat.org/loc-131315.html,,,Zinc
New Imperial Mines Ltd. ,Whitehorse Copper Mines Ltd.,,,,,,Whitehorse ,Yukon,60.73673403,-135.0834051,1967,1982,,,,,"The mine was also in operation from 1900 to 1920. //// 25 to 200 workers - unclear unclear see p.65 many fluctuation in employment Source 	ReSDA Atlas Yukon Mine summary cover.pdf (gov.yk.ca) https://emrlibrary.gov.yk.ca/ebooks/Northern%20Research%20Institute/ReSDA-Atlas-Yukon-Mine-summaries.pdf",0,1,1,https://www.mindat.org/loc-108063.html,,,Copper
Madeleine Mines Ltd,,,,,,Madeleine,Ste. Anne des Monts ,Quebec,49,-66.01667,1969,1976,1979,1979,,,,0,1,1,https://www.mindat.org/loc-195494.html,,,Copper
Sherritt Gordon Mines Ltd. ,Hudson Bay Mining and Smelting Co. Limited,,,,,Ruttan,Leaf Rapids,Manitoba,56.475,-99.63722222,1973,2001,,,,,,0,1,1,https://www.manitoba.ca/iem/min-ed/mbhistory/mininv/595.htm,,,Zinc
Sherritt Gordon Mines Ltd. ,Hudson Bay Mining and Smelting Co. Limited,,,,,Ruttan,Leaf Rapids,Manitoba,56.475,-99.63722222,1973,2001,,,,,,0,1,1,https://www.manitoba.ca/iem/min-ed/mbhistory/mininv/595.htm,,,Copper
Marietta Resources International Ltd.,Lacana Mines Inc.,Zemex Corporation,Suzorite Mica products of Boucherville,,,Parent Mica Deposit,Suzor,Quebec,47.93841183,-74.63460245,1976,open,,,,,"Changed name in Lacana Mines Inc. ""In late 1985, Lacana Mines Inc. of Toronto, Ontario, (now International Corona) purchased the Marietta Suzorite operation. In September 1994, Zemex Corp. of Toronto purchased the company from Whittaker Clark and Daniels of New Jersey. Zemex also controls the Feldspar Corporation in Spruce Pine, North Carolina. "" see p.13 ///////// Suzorite Mica products of Boucherville, Quebec, has maintained profits in the face of this growing competition. Seen as a strong cash generator, the company was purchased by Zemex Corporation from Lacana Inc. in 1993.18 Both of its previous owners (Marietta Resources and Lacana Petroleum) invested heavily in Suzorite's future. In 1985 CDN$14 million dollars was spent on facilities that ultimately produced delaminated HAR (high aspect ratio)mica grades for the plastics industry.19 With capital, proper technical expertise, and aggressive marketing its profitability can be maintained. With mica's use changing from that of a bulk filler to a functional filler, it is no longer subject to falling resin prices. Also, mica becomes a necessity rather than a mineral that can be substituted with cheaper alternatives. Lastly, mica is a necessity in most polypropylene applications.  Polypropylene is poised to dominate the resin market. In October of 1994, ""Modem Plastics  International"" reported that polypropylene is set to capture a large share of the resin market due to its low price. But perhaps the best attribute of polypropylene is its diversity of  applications (Roskill notes that in Europe polypropylene has the fastest growing resin market share). ",0,1,1,https://cmscontent.nrs.gov.bc.ca/geoscience/PublicationCatalogue/OpenFile/BCGS_OF1995-26.pdf,https://gq.mines.gouv.qc.ca/documents/examine/GM27489/GM27489.pdf,,Mica
Baskatong Quartz Products Ltd.,Sitec Quartz Inc.,SKW Canada Inc.,Hogan Holdings Inc.,,,Charlevoix,Charlevoix (Saint-Urbain),Quebec,47.7499003,-70.69671076,1977,open,,,,,,0,1,1,https://gq.mines.gouv.qc.ca/documents/examine/ET9904/ET9904PLAN.pdf,https://www.globenewswire.com/news-release/2017/01/05/1119833/0/en/MacDonald-Mines-Begins-Exploration-at-its-Charlevoix-Silica-Property.html,,Silica
Long Lac Minerals Ltd. ,Lac Minerals Ltd. ,,,,,Bousquet (No. 1 and 2),Cadillac ,Quebec,48.253881,-78.452902,1978,2002,,,,,,0,1,1,https://www.mindat.org/loc-206837.html,http://portergeo.com.au/database/mineinfo.asp?mineid=mn085,,Silver
Long Lac Minerals Ltd. ,Lac Minerals Ltd. ,,,,,Bousquet (No. 1 and 2),Cadillac ,Quebec,48.253881,-78.452902,1978,2002,,,,,,0,1,1,https://www.mindat.org/loc-206837.html,http://portergeo.com.au/database/mineinfo.asp?mineid=mn085,,Zinc
Long Lac Minerals Ltd. ,Lac Minerals Ltd. ,,,,,Bousquet (No. 1 and 2),Cadillac ,Quebec,48.253881,-78.452902,1978,2002,,,,,,0,1,1,https://www.mindat.org/loc-206837.html,http://portergeo.com.au/database/mineinfo.asp?mineid=mn085,,Copper
